"Item #","Product Name","Product Description","Product description orignal html",Brand,"category 1","category 2","category 3","category 4","Retail Price","Wholesale Price Before Markup","MAP Price","Supplier handling fee",Weight,"Qty in stock","In Stock",UPC,"Image name","URL to large image","URL to thumb image","refurbished flag","Attribute list","Shipping for USA","manufacturer prod id","shipping length","shipping width","shipping height","sales tax pct","sales tax state",manufacturer,"Shipping for Canada","Shipping for International","w2b handling fee","W2B 3% Transaction Fee USA","W2B 3% Transaction Fee Canada","W2B 3% Transaction Fee International","USA ZONE","CANADA ZONE",Attributes,"Extra Img 1","Extra Img 2","Extra Img 3","Extra Img 4","Extra Img 5","Extra Img 6","description no html","supplier name - item number","supplier category 1","supplier category 2","supplier category 3","supplier category 4"
AHI-105,"Kayak Canoe or Bicycle Storage Lift 100lb","Easy mounting system: separate brackets mount directly to 2x4 joists or to Ceiling.<br><br>100 lb. maximum lifting Capacity<br><br>Double rope pulley system.<br><br>Color: BLACK (not silver as in some pictures, now has protective painted coating).<br><br>INCLUDES Straps!<br><br>Helps organize your garage and free up much needed floor space. Excellent for a kayak, canoe, bicycle or ladder weighing under 100 pounds.","Easy mounting system: separate brackets mount directly to 2x4 joists or to Ceiling.<br><br>100 lb. maximum lifting Capacity<br><br>Double rope pulley system.<br><br>Color: BLACK (not silver as in some pictures, now has protective painted coating).<br><br>INCLUDES Straps!<br><br>Helps organize your garage and free up much needed floor space. Excellent for a kayak, canoe, bicycle or ladder weighing under 100 pounds.",,Marine,"Marine Accessories",,,79.99,30.43,,3.99,5,390,Y,812927012345,AHI-105.jpg,http://www.imageserverhost.com/simg/B365/large/AHI-105.jpg,http://www.imageserverhost.com/simg/B365/small/AHI-105.jpg,N,,0,AHI-105,,,,0,NULL,,,,2.5,,,,$0,,,,,,,,,"Easy mounting system: separate brackets mount directly to 2x4 joists or to Ceiling.100 lb. maximum lifting CapacityDouble rope pulley system.Color: BLACK (not silver as in some pictures, now has protective painted coating).INCLUDES Straps!Helps organize your garage and free up much needed floor space. Excellent for a kayak, canoe, bicycle or ladder weighing under 100 pounds.",ahidistribution.com-AHI-105,"Ahi Marine Accessories",,,
AHI-17,"1000lb Truck Hoist with 3 ton Hydraulic Ram","3 TON (6000 LB) HYDRAULIC RAM makes it e.a.s.y!<br><br>The base swivels a complete 360 degrees! Roller Bering Base with a grease fitting for smooth easy turns There is an arm in the back to help rotate the crane into position There is a quick disconnect from the base for easy storing A Locking handle at the base to keep the crane in position The arm extends and reaches a maximum height of 8 feet The arm has up to a 1/2 ton lifting capacity (1000 pounds) There is a drain hole on the bottom of the plate to help prevent any cylinder moisture pooling<br><br><br /><br /><ul><br><LI>Height to pivot point on arm: 50 Length of boom extended: 54"" Length of boom retracted: 39""<br><LI>Size of base plate: 11"" x 11""<br><LI>Color of the item may vary from the item pictured (red).Easy to paint any color.<br><LI>This item ships in 2 large heavy boxes.<br></ul>""","3 TON (6000 LB) HYDRAULIC RAM makes it e.a.s.y!<br><br>The base swivels a complete 360 degrees! Roller Bering Base with a grease fitting for smooth easy turns There is an arm in the back to help rotate the crane into position There is a quick disconnect from the base for easy storing A Locking handle at the base to keep the crane in position The arm extends and reaches a maximum height of 8 feet The arm has up to a 1/2 ton lifting capacity (1000 pounds) There is a drain hole on the bottom of the plate to help prevent any cylinder moisture pooling<br><br><br /><br /><ul><br><LI>Height to pivot point on arm: 50 Length of boom extended: 54"" Length of boom retracted: 39""<br><LI>Size of base plate: 11"" x 11""<br><LI>Color of the item may vary from the item pictured (red).Easy to paint any color.<br><LI>This item ships in 2 large heavy boxes.<br></ul>""",,Marine,"Marine Accessories",,,250,221.80,,3.99,115,0,N,812927012277,AHI-17.jpg,http://www.imageserverhost.com/simg/B365/large/AHI-17.jpg,http://www.imageserverhost.com/simg/B365/small/AHI-17.jpg,N,,0,AHI-17,,,,0,NULL,,,,2.5,,,,$0,,,,,,,,,"3 TON (6000 LB) HYDRAULIC RAM makes it e.a.s.y!The base swivels a complete 360 degrees! Roller Bering Base with a grease fitting for smooth easy turns There is an arm in the back to help rotate the crane into position There is a quick disconnect from the base for easy storing A Locking handle at the base to keep the crane in position The arm extends and reaches a maximum height of 8 feet The arm has up to a 1/2 ton lifting capacity (1000 pounds) There is a drain hole on the bottom of the plate to help prevent any cylinder moisture poolingHeight to pivot point on arm: 50 Length of boom extended: 54"" Length of boom retracted: 39""Size of base plate: 11"" x 11""Color of the item may vary from the item pictured (red).Easy to paint any color.This item ships in 2 large heavy boxes.""",ahidistribution.com-AHI-17,"Ahi Marine Accessories",,,
AHI-2,"PWC Harness Sling 700lb","New personal water craft harness with a maximum rating of 700#. This lifting harness is recommended for smaller stand-up PWC's with a hull length of less than 7' 6's.  Please see our other 2 sizes for larger personal water crafts.<br><br>RUBBER COATED FOR YOUR PWC PROTECTION!<br><br>Approximate Measurements:<br>21 1/4 Long Cradle<br>33 1/2 High Strap<br><br>(universal cradle sling for Seadoo, Jet Ski, Yamaha, Kawasaki, Honda, Polaris, etc.)<br>","New personal water craft harness with a maximum rating of 700#. This lifting harness is recommended for smaller stand-up PWC's with a hull length of less than 7' 6's.  Please see our other 2 sizes for larger personal water crafts.<br><br>RUBBER COATED FOR YOUR PWC PROTECTION!<br><br>Approximate Measurements:<br>21 1/4 Long Cradle<br>33 1/2 High Strap<br><br>(universal cradle sling for Seadoo, Jet Ski, Yamaha, Kawasaki, Honda, Polaris, etc.)<br>",,Marine,"Marine Accessories",,,149.95,93.94,,3.99,10,0,N,812927012048,AHI-2.jpg,http://www.imageserverhost.com/simg/B365/large/AHI-2.jpg,http://www.imageserverhost.com/simg/B365/small/AHI-2.jpg,N,,0,AHI-2,,,,0,NULL,,,,2.5,,,,$0,,,,,,,,,"New personal water craft harness with a maximum rating of 700#. This lifting harness is recommended for smaller stand-up PWC's with a hull length of less than 7' 6's.  Please see our other 2 sizes for larger personal water crafts.RUBBER COATED FOR YOUR PWC PROTECTION!Approximate Measurements:21 1/4 Long Cradle33 1/2 High Strap(universal cradle sling for Seadoo, Jet Ski, Yamaha, Kawasaki, Honda, Polaris, etc.)",ahidistribution.com-AHI-2,"Ahi Marine Accessories",,,
AHI-3,"PWC Harness Sling 1000lb","New personal water craft harness with a maximum rating of 1000#. This lifting cradle is recommended for medium sized PWC's with a hull length of less than 9' 6's.  Please see our much heavier duty and longer 1500# model for larger PWC that have a longer hull and that may weigh more.<br><br>RUBBER COATED FOR YOUR PWC PROTECTION!<br><br>Approximate measurements:<br>35 1/2 Long Cradle<br>41 1/2 High Strap<br><br>(universal cradle sling for Seadoo, Jet Ski, Yamaha, Kawasaki, Honda, Polaris etc.)<br>","New personal water craft harness with a maximum rating of 1000#. This lifting cradle is recommended for medium sized PWC's with a hull length of less than 9' 6's.  Please see our much heavier duty and longer 1500# model for larger PWC that have a longer hull and that may weigh more.<br><br>RUBBER COATED FOR YOUR PWC PROTECTION!<br><br>Approximate measurements:<br>35 1/2 Long Cradle<br>41 1/2 High Strap<br><br>(universal cradle sling for Seadoo, Jet Ski, Yamaha, Kawasaki, Honda, Polaris etc.)<br>",,Marine,"Marine Accessories",,,299.95,138.31,,3.99,17,0,N,812927012055,AHI-3.jpg,http://www.imageserverhost.com/simg/B365/large/AHI-3.jpg,http://www.imageserverhost.com/simg/B365/small/AHI-3.jpg,N,,0,AHI-3,,,,0,NULL,,,,2.5,,,,$0,,,,,,,,,"New personal water craft harness with a maximum rating of 1000#. This lifting cradle is recommended for medium sized PWC's with a hull length of less than 9' 6's.  Please see our much heavier duty and longer 1500# model for larger PWC that have a longer hull and that may weigh more.RUBBER COATED FOR YOUR PWC PROTECTION!Approximate measurements:35 1/2 Long Cradle41 1/2 High Strap(universal cradle sling for Seadoo, Jet Ski, Yamaha, Kawasaki, Honda, Polaris etc.)",ahidistribution.com-AHI-3,"Ahi Marine Accessories",,,
AHI-4,"PWC Harness Sling 1500lb","This 4' long PWC harness is designed with the newer heavier and longer PWC models in mind. Over the years, PWC's have become increasingly longer and heavier. However, the lifting harness has remained basically unchanged until this models creation. It's tremendous 4' length allows for a much more stable and balanced lift for nearly any PWC. Although it is capable of lifting the smallest jet ski made, it is especially designed for the 2+ seater PWCs. With it's 1500# rated maximum capacity, it is built to last. In our opinion, it has become the most versatile and strongest PWC sling on the market!<br><br>Maximum rating of 1,500 pounds<br><br>This lifting harness is recommended for all 2+seater PWC's with a hull length greater than 9'. <br><br>RUBBER COATED FOR YOUR PWC PROTECTION!<br><br>Approximate measurements:<br>47 1/2 Long Cradle<br>45 High Strap<br><br>(universal cradle / sling for Seadoo, Jet Ski, Yamaha, Kawasaki, Honda, Polaris etc.)<br>","This 4' long PWC harness is designed with the newer heavier and longer PWC models in mind. Over the years, PWC's have become increasingly longer and heavier. However, the lifting harness has remained basically unchanged until this models creation. It's tremendous 4' length allows for a much more stable and balanced lift for nearly any PWC. Although it is capable of lifting the smallest jet ski made, it is especially designed for the 2+ seater PWCs. With it's 1500# rated maximum capacity, it is built to last. In our opinion, it has become the most versatile and strongest PWC sling on the market!<br><br>Maximum rating of 1,500 pounds<br><br>This lifting harness is recommended for all 2+seater PWC's with a hull length greater than 9'. <br><br>RUBBER COATED FOR YOUR PWC PROTECTION!<br><br>Approximate measurements:<br>47 1/2 Long Cradle<br>45 High Strap<br><br>(universal cradle / sling for Seadoo, Jet Ski, Yamaha, Kawasaki, Honda, Polaris etc.)<br>",,Marine,"Marine Accessories",,,399.99,163.51,,3.99,27,0,N,812927012062,AHI-4.jpg,http://www.imageserverhost.com/simg/B365/large/AHI-4.jpg,http://www.imageserverhost.com/simg/B365/small/AHI-4.jpg,N,,0,AHI-4,,,,0,NULL,,,,2.5,,,,$0,,,,,,,,,"This 4' long PWC harness is designed with the newer heavier and longer PWC models in mind. Over the years, PWC's have become increasingly longer and heavier. However, the lifting harness has remained basically unchanged until this models creation. It's tremendous 4' length allows for a much more stable and balanced lift for nearly any PWC. Although it is capable of lifting the smallest jet ski made, it is especially designed for the 2+ seater PWCs. With it's 1500# rated maximum capacity, it is built to last. In our opinion, it has become the most versatile and strongest PWC sling on the market!Maximum rating of 1,500 poundsThis lifting harness is recommended for all 2+seater PWC's with a hull length greater than 9'. RUBBER COATED FOR YOUR PWC PROTECTION!Approximate measurements:47 1/2 Long Cradle45 High Strap(universal cradle / sling for Seadoo, Jet Ski, Yamaha, Kawasaki, Honda, Polaris etc.)",ahidistribution.com-AHI-4,"Ahi Marine Accessories",,,
AHI-53,"PWC Davit Lift with Winch 1000lb","Here is a Dock or Seawall mount hydraulic hoist for your personal water craft (PWC), Dingy, etc.  Or even use the hoist in your workshop, garage, truck, etc. to lift and move objects up to 1/2 tons with ease!  <br> <br><br>3 TON (6000 LB) HYDRAULIC RAM makes it e.a.s.y!<br><br>INCLUDES MANUAL WINCH, CABLE & HOOK<br><br>The base swivels a complete 360 degrees!  <br><br><br>There is a quick disconnect from the base for easy storing<br>A Locking handle at the base to keep the crane in position    <br>The arm extends and reaches a maximum height of 8 feet<br>The arm has up to a 1/2 ton lifting  capacity (1000 pounds)<br><br>Painted Steel<br>Galvanized Cable<br>1 year Manufacturer Warranty<br>Base  11x11 Inches<br>","Here is a Dock or Seawall mount hydraulic hoist for your personal water craft (PWC), Dingy, etc.  Or even use the hoist in your workshop, garage, truck, etc. to lift and move objects up to 1/2 tons with ease!  <br> <br><br>3 TON (6000 LB) HYDRAULIC RAM makes it e.a.s.y!<br><br>INCLUDES MANUAL WINCH, CABLE & HOOK<br><br>The base swivels a complete 360 degrees!  <br><br><br>There is a quick disconnect from the base for easy storing<br>A Locking handle at the base to keep the crane in position    <br>The arm extends and reaches a maximum height of 8 feet<br>The arm has up to a 1/2 ton lifting  capacity (1000 pounds)<br><br>Painted Steel<br>Galvanized Cable<br>1 year Manufacturer Warranty<br>Base  11x11 Inches<br>",,Marine,"Marine Accessories",,,349.99,260.95,,3.99,115,0,N,812927012291,AHI-53.jpg,http://www.imageserverhost.com/simg/B365/large/AHI-53.jpg,http://www.imageserverhost.com/simg/B365/small/AHI-53.jpg,N,,0,AHI-53,,,,0,NULL,,,,2.5,,,,$0,,,,,,,,,"Here is a Dock or Seawall mount hydraulic hoist for your personal water craft (PWC), Dingy, etc.  Or even use the hoist in your workshop, garage, truck, etc. to lift and move objects up to 1/2 tons with ease!   3 TON (6000 LB) HYDRAULIC RAM makes it e.a.s.y!INCLUDES MANUAL WINCH, CABLE & HOOKThe base swivels a complete 360 degrees!  There is a quick disconnect from the base for easy storingA Locking handle at the base to keep the crane in position    The arm extends and reaches a maximum height of 8 feetThe arm has up to a 1/2 ton lifting  capacity (1000 pounds)Painted SteelGalvanized Cable1 year Manufacturer WarrantyBase  11x11 Inches",ahidistribution.com-AHI-53,"Ahi Marine Accessories",,,
AHI-54,"PWC Davit Lift with Winch 2000lb","PWC Davit Lift with Winch 2000lb","PWC Davit Lift with Winch 2000lb",,Marine,"Marine Accessories",,,599.99,320.99,,3.99,130,0,N,812927012314,AHI-54.jpg,http://www.imageserverhost.com/simg/B365/large/AHI-54.jpg,http://www.imageserverhost.com/simg/B365/small/AHI-54.jpg,N,,0,AHI-54,,,,0,NULL,,,,2.5,,,,$0,,,,,,,,,"PWC Davit Lift with Winch 2000lb",ahidistribution.com-AHI-54,"Ahi Marine Accessories",,,
AHI-671,"Engine Hoist Load Leveler 2 Ton 4000 lb","4000 lb (2 Ton ) Heavy Duty Load Leveler <br>Balance Awkward Loads Easily<br>Includes (2) 14 Inch Chains<br>Made from Heavy Duty  (3/8 Inch) Thick Steel<br>Works with Davit Cranes, Shop Cranes, Engine Hoists & Cherry Pickers<br>Easily Remove or Install Transmission ,Engines or Heavy off Balance loads by Yourself<br>Crank the threaded Shaft to balance the load","4000 lb (2 Ton ) Heavy Duty Load Leveler <br>Balance Awkward Loads Easily<br>Includes (2) 14 Inch Chains<br>Made from Heavy Duty  (3/8 Inch) Thick Steel<br>Works with Davit Cranes, Shop Cranes, Engine Hoists & Cherry Pickers<br>Easily Remove or Install Transmission ,Engines or Heavy off Balance loads by Yourself<br>Crank the threaded Shaft to balance the load",,Marine,"Marine Accessories",,,139.99,64.33,,3.99,16,0,N,812927019597,AHI-671.jpg,http://www.imageserverhost.com/simg/B365/large/AHI-671.jpg,http://www.imageserverhost.com/simg/B365/small/AHI-671.jpg,N,,0,AHI-671,,,,0,NULL,,,,2.5,,,,$0,,,,,,,,,"4000 lb (2 Ton ) Heavy Duty Load Leveler Balance Awkward Loads EasilyIncludes (2) 14 Inch ChainsMade from Heavy Duty  (3/8 Inch) Thick SteelWorks with Davit Cranes, Shop Cranes, Engine Hoists & Cherry PickersEasily Remove or Install Transmission ,Engines or Heavy off Balance loads by YourselfCrank the threaded Shaft to balance the load",ahidistribution.com-AHI-671,"Ahi Marine Accessories",,,
AHI-703,"2 Step Stainless Steel Telescopic Boat Ladder","STEP STAINLESS STEEL TELESCOPING BOAT LADDER SWIM STEP<br><br> <br><br>The Telescoping Ladder drops quickly and effortlessly.<br><br>Made of stainless steel and makes a great addition to any swim platform.<br><br>Featuring a lightweight compact design and weighing in at under 5 lbs.<br><br>Steps telescope down effortlessly<br><br>Ladder slides up, under platform for storage<br><br>Rubber Non-Slip treads<br><br>Mounting hardware Not Included<br><br>Angled support Self-locking bracket<br><br>Specifications<br><br>Folded Length:                  13 Inches<br>Fully Extended Length:       23 Inches<br>Outside to Outside Width:   10 3/4 Inches","STEP STAINLESS STEEL TELESCOPING BOAT LADDER SWIM STEP<br><br> <br><br>The Telescoping Ladder drops quickly and effortlessly.<br><br>Made of stainless steel and makes a great addition to any swim platform.<br><br>Featuring a lightweight compact design and weighing in at under 5 lbs.<br><br>Steps telescope down effortlessly<br><br>Ladder slides up, under platform for storage<br><br>Rubber Non-Slip treads<br><br>Mounting hardware Not Included<br><br>Angled support Self-locking bracket<br><br>Specifications<br><br>Folded Length:                  13 Inches<br>Fully Extended Length:       23 Inches<br>Outside to Outside Width:   10 3/4 Inches",,Marine,"Marine Accessories",,,119.99,73.93,,3.99,1,25,Y,812927016039,AHI-703.jpg,http://www.imageserverhost.com/simg/B365/large/AHI-703.jpg,http://www.imageserverhost.com/simg/B365/small/AHI-703.jpg,N,,0,AHI-703,,,,0,NULL,,,,2.5,,,,$0,,,,,,,,,"STEP STAINLESS STEEL TELESCOPING BOAT LADDER SWIM STEP The Telescoping Ladder drops quickly and effortlessly.Made of stainless steel and makes a great addition to any swim platform.Featuring a lightweight compact design and weighing in at under 5 lbs.Steps telescope down effortlesslyLadder slides up, under platform for storageRubber Non-Slip treadsMounting hardware Not IncludedAngled support Self-locking bracketSpecificationsFolded Length:                  13 InchesFully Extended Length:       23 InchesOutside to Outside Width:   10 3/4 Inches",ahidistribution.com-AHI-703,"Ahi Marine Accessories",,,
AHI-704,"3 Step Stainless Steel Telescopic Boat Ladder","3 Step Stainless Steel Telescopic Boat Ladder","3 Step Stainless Steel Telescopic Boat Ladder",,Marine,"Marine Accessories",,,199.99,91.33,,3.99,1,0,N,,AHI-704.jpg,http://www.imageserverhost.com/simg/B365/large/AHI-704.jpg,http://www.imageserverhost.com/simg/B365/small/AHI-704.jpg,N,,0,AHI-704,,,,0,NULL,,,,2.5,,,,$0,,,,,,,,,"3 Step Stainless Steel Telescopic Boat Ladder",ahidistribution.com-AHI-704,"Ahi Marine Accessories",,,
AHI-705,"4 Step Stainless Steel Telescopic Boat Ladder","4 Step Stainless Steel Telescopic Boat Ladder","4 Step Stainless Steel Telescopic Boat Ladder",,Marine,"Marine Accessories",,,229.99,108.73,,3.99,11,0,N,812927016046,AHI-705.jpg,http://www.imageserverhost.com/simg/B365/large/AHI-705.jpg,http://www.imageserverhost.com/simg/B365/small/AHI-705.jpg,N,,0,AHI-705,,,,0,NULL,,,,2.5,,,,$0,,,,,,,,,"4 Step Stainless Steel Telescopic Boat Ladder",ahidistribution.com-AHI-705,"Ahi Marine Accessories",,,
AHI-712,"3 Step Stainless Steel Telescopic Boat Dock Ladder","New Telescoping 3 Step Dock, Boat or Pontoon Swim Ladder<br><br>　<br><br>Rust resistantant stainless steel<br>Slide Away For Compact Easy storage<br>Mounts under the boat deck or dock<br>Weighs less than 8 lbs<br>　<br><br>Specifications<br>Folded Lengtht14 Inches<br>Fully Extended Lengtht34 Inches<br>Outside - Outside Widtht11 1/2 Inches<br>Distance Between Stepst10 Inches<br><br> <br><br>Please note: Hardware and Instructions are not included due to multiple and various applications in the boat world.","New Telescoping 3 Step Dock, Boat or Pontoon Swim Ladder<br><br>　<br><br>Rust resistantant stainless steel<br>Slide Away For Compact Easy storage<br>Mounts under the boat deck or dock<br>Weighs less than 8 lbs<br>　<br><br>Specifications<br>Folded Lengtht14 Inches<br>Fully Extended Lengtht34 Inches<br>Outside - Outside Widtht11 1/2 Inches<br>Distance Between Stepst10 Inches<br><br> <br><br>Please note: Hardware and Instructions are not included due to multiple and various applications in the boat world.",,Marine,"Marine Accessories",,,259.99,117.43,,3.99,15,20,Y,812927016053,AHI-712.jpg,http://www.imageserverhost.com/simg/B365/large/AHI-712.jpg,http://www.imageserverhost.com/simg/B365/small/AHI-712.jpg,N,,0,AHI-712,,,,0,NULL,,,,2.5,,,,$0,,,,,,,,,"New Telescoping 3 Step Dock, Boat or Pontoon Swim Ladder　Rust resistantant stainless steelSlide Away For Compact Easy storageMounts under the boat deck or dockWeighs less than 8 lbs　SpecificationsFolded Lengtht14 InchesFully Extended Lengtht34 InchesOutside - Outside Widtht11 1/2 InchesDistance Between Stepst10 Inches Please note: Hardware and Instructions are not included due to multiple and various applications in the boat world.",ahidistribution.com-AHI-712,"Ahi Marine Accessories",,,
AHI-713,"4 Step Stainless Steel Telescopic Boat Dock Ladder","New Telescoping 4 Step Dock, Boat or Pontoon Swim Ladder<br><br>　<br><br>Rust resistantant stainless steel<br>Slide Away For Compact Easy storage<br>Mounts under the boat deck or dock<br>Weighs less than 8 lbs<br>　<br><br>Specifications<br>Folded Lengtht16 Inches<br>Fully Extended Lengtht44 Inches<br>Outside - Outside Widtht11 1/2 Inches<br>Distance Between Stepst10 Inches<br><br> <br><br>Please note: Hardware and Instructions are not included due to multiple and various applications in the boat world.","New Telescoping 4 Step Dock, Boat or Pontoon Swim Ladder<br><br>　<br><br>Rust resistantant stainless steel<br>Slide Away For Compact Easy storage<br>Mounts under the boat deck or dock<br>Weighs less than 8 lbs<br>　<br><br>Specifications<br>Folded Lengtht16 Inches<br>Fully Extended Lengtht44 Inches<br>Outside - Outside Widtht11 1/2 Inches<br>Distance Between Stepst10 Inches<br><br> <br><br>Please note: Hardware and Instructions are not included due to multiple and various applications in the boat world.",,Marine,"Marine Accessories",,,279.99,143.53,,3.99,1,0,N,812927016060,AHI-713.jpg,http://www.imageserverhost.com/simg/B365/large/AHI-713.jpg,http://www.imageserverhost.com/simg/B365/small/AHI-713.jpg,N,,0,AHI-713,,,,0,NULL,,,,2.5,,,,$0,,,,,,,,,"New Telescoping 4 Step Dock, Boat or Pontoon Swim Ladder　Rust resistantant stainless steelSlide Away For Compact Easy storageMounts under the boat deck or dockWeighs less than 8 lbs　SpecificationsFolded Lengtht16 InchesFully Extended Lengtht44 InchesOutside - Outside Widtht11 1/2 InchesDistance Between Stepst10 Inches Please note: Hardware and Instructions are not included due to multiple and various applications in the boat world.",ahidistribution.com-AHI-713,"Ahi Marine Accessories",,,
AHI-736,"Jet Ski Dolly Shop Cart","This Jet Ski Dolly is a show room floor cart as well as for the shop. The 14 gauge galvanized steel is perfect for salty conditions to resist rusting. <br><br>Jet Ski Dolly Specifications<br>1000lb weight capacity<br>14 Gauge Galvanized Steel 1.5x1.5 <br>Height:20.5<br>Width:34<br>Length:48<br>Skid (Support Bars):48x3.75<br>Adjustable width:6.5, 10.5, 14.5<br>Side support arm to skid height:5.75","This Jet Ski Dolly is a show room floor cart as well as for the shop. The 14 gauge galvanized steel is perfect for salty conditions to resist rusting. <br><br>Jet Ski Dolly Specifications<br>1000lb weight capacity<br>14 Gauge Galvanized Steel 1.5x1.5 <br>Height:20.5<br>Width:34<br>Length:48<br>Skid (Support Bars):48x3.75<br>Adjustable width:6.5, 10.5, 14.5<br>Side support arm to skid height:5.75",,Marine,"Marine Accessories",,,349.99,159.99,,3.99,1,0,N,,AHI-736.jpg,http://www.imageserverhost.com/simg/B365/large/AHI-736.jpg,http://www.imageserverhost.com/simg/B365/small/AHI-736.jpg,N,,0,AHI-736,,,,0,NULL,,,,2.5,,,,$0,,,,,,,,,"This Jet Ski Dolly is a show room floor cart as well as for the shop. The 14 gauge galvanized steel is perfect for salty conditions to resist rusting. Jet Ski Dolly Specifications1000lb weight capacity14 Gauge Galvanized Steel 1.5x1.5 Height:20.5Width:34Length:48Skid (Support Bars):48x3.75Adjustable width:6.5, 10.5, 14.5Side support arm to skid height:5.75",ahidistribution.com-AHI-736,"Ahi Marine Accessories",,,
AHI-106,"Truck Mount Ladder Rack - Aluminum","The Side Mount Ladder Truck Rack is extremely rugged and versatile.  This  rack is constructed of a strong and lightweight aluminum material. It is an excellent tool for anchoring down ladders, lumber, pipe and many other items. The contractor will enjoy the versatility of this rack.<br><br>The side mount ladder rack is expandable from 16-30's in width and also allows for height adjustment.   Each is rated for up to 250 lbs!  <br><br>DRILLING IS REQUIRED.They are permanently installed by drilling brackets inside the truck bed. It will fit ANY truck with conventional bed rails.  A thread setter tool will be need and is not included.<br><br>OTE: Aluminum version has no paint and therefore has aluminum anodized finish. We will update images soon.<br>Ford, Chevy / Chevrolet, Dodge, GMC, Nissan, Toyota","The Side Mount Ladder Truck Rack is extremely rugged and versatile.  This  rack is constructed of a strong and lightweight aluminum material. It is an excellent tool for anchoring down ladders, lumber, pipe and many other items. The contractor will enjoy the versatility of this rack.<br><br>The side mount ladder rack is expandable from 16-30's in width and also allows for height adjustment.   Each is rated for up to 250 lbs!  <br><br>DRILLING IS REQUIRED.They are permanently installed by drilling brackets inside the truck bed. It will fit ANY truck with conventional bed rails.  A thread setter tool will be need and is not included.<br><br>OTE: Aluminum version has no paint and therefore has aluminum anodized finish. We will update images soon.<br>Ford, Chevy / Chevrolet, Dodge, GMC, Nissan, Toyota",,Automotive,"Truck Racks & Contractor Racks",,,249.99,121.78,,3.99,24,0,N,812927012406,AHI-106.jpg,http://www.imageserverhost.com/simg/B365/large/AHI-106.jpg,http://www.imageserverhost.com/simg/B365/small/AHI-106.jpg,N,,0,AHI-106,,,,0,NULL,,,,2.5,,,,$0,,,,,,,,,"The Side Mount Ladder Truck Rack is extremely rugged and versatile.  This  rack is constructed of a strong and lightweight aluminum material. It is an excellent tool for anchoring down ladders, lumber, pipe and many other items. The contractor will enjoy the versatility of this rack.The side mount ladder rack is expandable from 16-30's in width and also allows for height adjustment.   Each is rated for up to 250 lbs!  DRILLING IS REQUIRED.They are permanently installed by drilling brackets inside the truck bed. It will fit ANY truck with conventional bed rails.  A thread setter tool will be need and is not included.OTE: Aluminum version has no paint and therefore has aluminum anodized finish. We will update images soon.Ford, Chevy / Chevrolet, Dodge, GMC, Nissan, Toyota",ahidistribution.com-AHI-106,"Ahi Truck Racks & Contractor Racks",,,
